ID,geometry,alt_name,ele,gnis:feature_id,name,name:ru,place,tourism,wikidata,name:zh,name:zh-Hant,wikipedia,wheelchair,amenity,attraction,gnis:county_id,gnis:created,gnis:state_id,architect,artist_name,artwork_type,historic,start_date,website,website:alternate,artwork_subject,material,addr:housenumber,addr:postcode,addr:street,phone,addr:city,addr:country,addr:state,gnis:county_name,gnis:import_uuid,gnis:reviewed,lgbtq,source,sport,building,building:colour,building:levels,building:material,height,nycdoitt:bin,roof:material,roof:shape,addr:floor,opening_hours,name:es,email,internet_access,internet_access:fee,smoking,fee,leisure,access,name:fr,artist:wikidata,image,memorial,note,wikimedia_commons,artist:wikipedia,subject:wikidata,subject:wikipedia,brand,brand:wikidata,noexit,branch,operator,rooms,old_name,air_conditioning,bar,reservation,barrier,board_type,information,species:wikidata,species:wikipedia,official_name,description,name:hr,internet_access:ssid,emergency,operator:wikidata,operator:wikipedia,covered,check_date,fax,flickr,short_name,shop,level,contact:website,cuisine,name:en,name:zh-Hans,date,display,faces,addr:unit,fixme,contact:facebook,contact:instagram,fitness_centre,postal_code,swimming_pool,ref,ref:nrhp,contact:email,dof,source_ref,subject:description,statue,dog,museum,operator:type,artist,breakfast,payment:cash,payment:credit_cards,payment:debit_cards,year_of_construction,inscription,opening_hours:covid19,inscription_1,inscription_2,backrest,toilets:wheelchair,alt_name:en,alt_name:fr,contact:yelp,disused:website,source:name,contact:pinterest,contact:twitter,wifi,subject,name:ko,payment:american_express,payment:mastercard,payment:visa,toilets,direction,name:it,link,map_size,map_type,name:de,capacity,sculptor,facebook,bench,indoor,lit,sms,video,natural,species,species:en,tree:diameter,type,payment:diners_club,payment:discover_card,toilets:unisex,contact:fax,contact:phone,architect:wikidata,name:etymology:wikidata,motor_vehicle,toilets:access,location,man_made,opening_hours:url,board:title,layer,polling_station,construction:tourism,architect:wikipedia,old_name:etymology:wikidata,old_old_name,description:en,internet,bicycle_parking,min_height,colour,model,survey:date,fountain,network,parking,payment:contactless,pets,guide_type,level:ref,room,cost,office,wikimedia_commons_1,nodes,maxspeed,surface,tiger:cfcc,tiger:county,tiger:name_base,tiger:zip_left,tiger:zip_right,oneway,tiger:name_type,tiger:reviewed,name_1,sidewalk:both,tiger:name_base_1,tiger:name_type_1,addr:full,check_date:opening_hours,heritage,heritage:operator,lpc:inscription_date,name:ja,name:tr,nrhp:inscription_date,ref:lpc,building:part,importance,landmark,monument,name:af,name:ar,name:azb,name:ba,name:be,name:cs,name:da,name:el,name:et,name:eu,name:fi,name:he,name:hi,name:hu,name:kaa,name:lt,name:nl,name:pl,name:pt,name:ro,name:sk,name:sl,name:sr,name:sv,name:tt,name:uk,name:ur,official_name:en,roof:colour,seamark:landmark:category,government,building:architecture,building:use,construction_date,name:zh_pinyin,short_name:de,short_name:es,short_name:fr,short_name:pl,ship:type,seasonal,disused:tourism,area,team,team_2,construction,smoothness,heritage:website,nrhp:criteria,protection_title,nrhp:nhl,payment:carte_blanche,payment:jcb,payment:union_pay,business_centre,addr:district,pets_allowed,fee:conditional,old_name:es,religion,cat,addr:housename,designation,name:fa,old_name:-2006,old_name:2006-2019,instagram,notable_tenant:wikidata,twitter,not:brand:wikidata,laundry_service,old_nycdoitt:bin,payment:unionpay,wheelchair:rooms,building:levels:underground,loc_name,name:ast,operator:short,operator:website,ref:isil,name:kn,denomination,service:bicycle:rental,tourism_1,building:name,building:start_date,building:wikidata,building:wikipedia,museum:start_date,owner,diocese,rooms:wheelchair,landuse,bin,sauna,tower:type,zoo,bridge,manufacturer,maxweight,bridge:structure,alt_name:cs,alt_name:es,mapillary,aerialway,url,url:1,drinking_water,name:bg,name:ml,seamark:platform:category,seamark:type,closed,tunnel,ways,addr:place,bicycle,old_railway_operator
1644,"POLYGON ((-73.9935834 40.7433846, -73.9932392 40.7438572, -73.9930835 40.7437916, -73.9934383 40.7433235, -73.9935834 40.7433846))",,,,Poster House,,,museum,Q66119437,,,,yes,,,,,,,,,,,https://posterhouse.org/,,,,119,10011,West 23rd Street,+1 917-722-2439,New York,,NY,,,,,,,,,,,,,,,,"We-Mo 11:00-18:00, Tu off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2703083348, 2703083469, 2703083457, 6632022587, 2703083348]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,"POLYGON ((-74.0133558 40.7133937, -74.0130136 40.7132594, -74.0126685 40.713124, -74.0128441 40.7128668, -74.013023 40.7126048, -74.0133679 40.71274, -74.0137104 40.7128743, -74.0135312 40.7131367, -74.0133558 40.7133937))",,,,One World Trade Center,Всемирный торговый центр 1,,attraction,Q11245,世界貿易中心一號大樓,,en:One World Trade Center,,,,,,,David Childs,,,,03/11/2014,https://www.wtc.com/,,,,285,10048,Fulton Street,,New York,,NY,,,,,,,commercial,,,glass,417,1088469,concrete,pyramidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One World Trade Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One World Trade Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6709110667, 2487077689, 6709110666, 2487077630, 6709110669, 2487077624, 6709110668, 2487077678, 6709110667]",,,,,,,,,,,,,,,,,,,,1 ワールドトレードセンター,,,,,,,,,برج الحرية,,,,,,,,,,מרכז הסחר העולמי החדש,१ वर्ल्ड ट्रेड सेंटर,,,One World Trade Center,,1 World Trade Center,,,,,,,,Всесвітній торговий центр 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ವರ್ಲ್ಡ್ ಟ್ರೇಡ್ ಸೆಂಟರ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,Световен търговски център 1,1 വേൾഡ് ട്രേഡ് സെന്റർ,,,,,,,,
1646,"POLYGON ((-73.9934828 40.7207309, -73.993319 40.720684, -73.9933808 40.7205599, -73.9933869 40.7205616, -73.9934518 40.7204315, -73.993652 40.7204888, -73.993588 40.7206171, -73.993577 40.7206391, -73.9935346 40.720627, -73.9934828 40.7207309))",,,,citizenM,,,hotel,,,,,yes,,,,,,,,,,,https://www.citizenm.com/hotels/united-states/new-york/new-york-bowery-hotel,,,,189,10002,Bowery,-7857,New York,,NY,,,,,,,yes,,21,,,,,,,24-Raj,,,wlan,no,no,,,,,,,,,,,,,citizenM,Q5122531,,Bowery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6725371121, 6725371120, 6725371126, 6725371125, 6725371128, 6725371129, 6725371122, 6725371130, 6725371127, 6725371121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,"POLYGON ((-73.9669302 40.7516667, -73.9669905 40.7515794, -73.966934 40.751557, -73.9668737 40.7516443, -73.9669302 40.7516667))",,,,Good Defeats Evil,,,artwork,,,,,,,,,,,,Zurab Tsereteli,sculpture,,,http://s3.amazonaws.com/uploads.knightlab.com/storymapjs/a18f988cbfe43b833e72563500e671d1/goodvsevil/draft.html,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7096706196, 7096706197, 7096706198, 7096706199, 7096706196]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,"LINESTRING (-73.9663419 40.751108, -73.9663204 40.7511355)",,,,Trophy of Civil Rights,,,artwork,,,,,,,,,,,,Kani Alavi,sculpture,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7096788480, 7096788481]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,"POLYGON ((-73.9928597 40.7537702, -73.9927209 40.75396, -73.99246 40.7538499, -73.9924965 40.7537999, -73.9925872 40.7538382, -73.9926217 40.753791, -73.9926514 40.7538036, -73.9926644 40.7537858, -73.9927191 40.7537114, -73.9928597 40.7537702))",,,,DoubleTree,,,hotel,,,,,yes,,,,,,,,,,,https://www.hilton.com/en/hotels/nycsodt-doubletree-new-york-times-square-south/,,,,525,10018,8th Avenue,+1 212-255-9000,New York,,NY,,,,,,,hotel,,,,,,,,,,,,wlan,no,no,,,,,,,,,,,,,DoubleTree,Q2504643,,New York Times Square South,,,,,,,,,,,,DoubleTree by Hilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYCSODT,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2709402524, 7342984961, 7342984955, 7342984956, 7342984957, 7342984958, 7342984959, 7342984954, 7342984960, 2709402524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,"POLYGON ((-73.9850195 40.7405847, -73.984875 40.7407863, -73.9850698 40.7408664, -73.9851172 40.7408002, -73.9851653 40.7407331, -73.9852139 40.7406653, -73.9850195 40.7405847))",,,,SpringHill Suites,,,hotel,,,,,,,,,,,,,,,,https://www.marriott.com/hotels/travel/nycsk-springhill-suites-new-york-midtown-manhattan-park-avenue/,,,,111,10010,East 24th Street,+1 212-529-4240,New York,,NY,,,,,,,hotel,,6,,,,,,,,,,,,,,,,,,,,,,,,,SpringHill Suites,Q7580351,,New York Midtown Manhattan/Park Avenue,,,,,,,,,,,,SpringHill Suites by Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYCSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2704161597, 7362789426, 2704161712, 2704161684, 2704161643, 2704161630, 2704161597]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,"POLYGON ((-73.9892043 40.7458913, -73.9892664 40.7459173, -73.9892864 40.7458898, -73.9893031 40.745867, -73.9893634 40.7457845, -73.9890601 40.7456573, -73.9891073 40.7455927, -73.9890241 40.7455578, -73.989048 40.7455251, -73.9888403 40.745438, -73.9887887 40.7457169, -73.9892043 40.7458913))",,,,The Ritz-Carlton,,,hotel,,,,,yes,,,,,,,,,,2022,https://www.ritzcarlton.com/en/hotels/new-york/nomad,,,,25,10001,West 28th Street,-9015,New York,,NY,,,,,,,hotel,,40,,178,,,,,,,nomadsales@ritzcarlton.com,,,,,,,,,,,,,,,,The Ritz-Carlton,Q782200,,Nomad,,250,,yes,yes,recommended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,"[2706940210, 7369844960, 2706940208, 2706940193, 9906308441, 9910391108, 9910391105, 9910391106, 9910391109, 7369844961, 2706940139, 2706940210]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,"POLYGON ((-74.0120705 40.7029436, -74.0121107 40.702933, -74.012329 40.7028753, -74.0123974 40.7030104, -74.0124709 40.7031554, -74.0122426 40.7032171, -74.0122031 40.7032278, -74.012129 40.7030689, -74.0120705 40.7029436))",Hampton Inn,,,Hampton,,,hotel,,,,,designated,,,,,,,,,,,https://www.hilton.com/en/hotels/nycmnhx-hampton-manhattan-downtown-financial-district/,,,,32,10004,Pearl Street,+1 212-480-3500,New York,,NY,,,,,,,hotel,,,,,,,,,,,,wlan,,no,,,,,,,,,,,,,Hampton,Q5646230,,Manhattan/Downtown-Financial District,,,,,,,,,,,,Hampton Inn & Suites by Hilton,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,NYCMNHX,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2824828532, 3738794334, 2824828526, 2824828538, 2824828559, 2824828271, 2824828587, 2824828542, 2824828532]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,"POLYGON ((-74.0108412 40.7426017, -74.0108573 40.7425778, -74.0108653 40.742566, -74.0108943 40.7425456, -74.0109011 40.7425136, -74.0109329 40.7424995, -74.0109535 40.742462, -74.0109848 40.7424383, -74.0110025 40.7423993, -74.0110034 40.7423931, -74.0110424 40.7423654, -74.0110575 40.7423196, -74.0110959 40.7422849, -74.0111096 40.742248, -74.0111374 40.7422233, -74.0111362 40.7421736, -74.0111885 40.7421407, -74.0111913 40.7421094, -74.011223 40.7420757, -74.0112285 40.7420369, -74.0112714 40.7420074, -74.0112811 40.7420007, -74.0112858 40.7419716, -74.0113148 40.7419458, -74.0113301 40.7419043, -74.0113523 40.7418833, -74.0113823 40.7418579, -74.0113912 40.7418295, -74.0113655 40.7418238, -74.0113321 40.7418029, -74.0112942 40.741797, -74.0112796 40.7417947, -74.0112565 40.7417743, -74.0112274 40.7417553, -74.0111929 40.7417532, -74.0111583 40.7417321, -74.0111047 40.7417259, -74.0110784 40.7417008, -74.0110445 40.7416792, -74.0110165 40.7416765, -74.0109755 40.7416521, -74.010924 40.7416441, -74.0109032 40.7416272, -74.0108764 40.7416063, -74.010841 40.741601, -74.0107912 40.7415703, -74.0107463 40.7415689, -74.0107383 40.7415617, -74.0107232 40.7415481, -74.0106918 40.7415308, -74.0106553 40.7415282, -74.0106174 40.7415036, -74.0105675 40.7414966, -74.0105424 40.7414747, -74.0105096 40.7414568, -74.0104805 40.7414492, -74.0104344 40.7414241, -74.0103826 40.7414079, -74.0103595 40.7414403, -74.0103322 40.7414657, -74.0103312 40.7414885, -74.0102929 40.7415242, -74.0102849 40.7415614, -74.0102559 40.7415794, -74.0102149 40.7416176, -74.010187 40.74165, -74.0101777 40.7416611, -74.0101717 40.7416851, -74.0101622 40.7417156, -74.0101324 40.7417388, -74.0101332 40.7417644, -74.0100962 40.7417933, -74.010091 40.741836, -74.010068 40.7418556, -74.0100379 40.7418754, -74.0100371 40.741901, -74.0099984 40.7419306, -74.0099944 40.7419714, -74.009967 40.7419882, -74.0099356 40.7420105, -74.0099381 40.7420361, -74.0099026 40.7420666, -74.0098954 40.7421068, -74.0098668 40.7421239, -74.0098419 40.7421492, -74.0098282 40.7421782, -74.0098857 40.7422102, -74.0099397 40.7422138, -74.0099674 40.7422294, -74.0099686 40.7422431, -74.0099956 40.7422556, -74.0100298 40.7422581, -74.0100648 40.7422837, -74.0101252 40.7422888, -74.0101437 40.7423081, -74.0101715 40.74233, -74.0102016 40.7423336, -74.0102054 40.7423249, -74.0102178 40.7423261, -74.0102568 40.7423431, -74.0102939 40.7423591, -74.0102992 40.7423517, -74.0103035 40.7423663, -74.0103325 40.7423889, -74.010359 40.7424038, -74.0103848 40.7424062, -74.0104258 40.7424328, -74.0104862 40.7424398, -74.0105027 40.7424587, -74.0105293 40.7424779, -74.0105647 40.7424837, -74.0106049 40.7425096, -74.0106673 40.7425175, -74.0106846 40.7425352, -74.01071 40.7425541, -74.0107466 40.742559, -74.0107796 40.7425816, -74.0108412 40.7426017))",Diller Island,,,Little Island,,,attraction,Q106910658,,,en:Little Island at Pier 55,yes,,,,,,,,,,21/05/2021,https://littleisland.org/,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 06:00-23:00,,info@littleisland.org,,,,,park,,,,,,,,,,,,,,,,,Little Island @Pier55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coastline,,,,,,,,,,,,,,,pier,,,1,,,,,,,,,,,,,,,,,,,,,,,,"[8288270128, 11461264888, 8288270129, 8288270130, 8288270131, 8288270132, 8288270133, 8288270134, 11461265200, 8288270135, 8288270136, 8288270137, 8288270138, 8288270139, 8288270140, 8288270141, 8288270142, 8288270143, 9015896821, 8288270144, 10279576588, 8288270145, 8288270146, 8288270147, 8288270148, 8288270149, 8288270150, 9015896820, 8288270151, 8288270152, 10279576589, 8288270153, 9015896819, 8288270154, 8288270155, 9015896818, 9015896817, 8288270156, 8288270157, 8288270158, 8288270159, 8288270160, 9015831016, 8288270161, 8288270162, 8288270163, 8288270164, 10278811614, 8288270165, 8288270166, 8288270167, 9015831015, 8288270168, 8288270169, 9015831014, 8288270170, 8288270171, 8288270172, 9015831013, 8288270173, 8288270174, 8288270175, 8288270176, 8288270177, 8288270178, 7779299549, 10177260718, 8288270078, 8288270079, 8288270080, 8288270081, 8288270082, 8288270083, 8288270084, 8288270085, 8288270086, 8288270087, 8288270088, 8288270089, 8288270090, 8288270091, 8288270092, 8288270093, 8288270094, 8288270095, 8288270096, 8288270097, 8288270098, 8288270099, 8288270100, 8288270101, 8288270102, 8288270103, 8288270104, 8288270105, 8288270106, 8288270107, 9440836657, 9026893568, 7779299544, 8288270112, 9440836656, 8288270113, 8288270114, 8288270115, 8288270116, 8288270117, 8288270118, 8288270119, 8288270120, 8288270121, 8288270122, 8288270123, 8288270124, 8288270125, 8288270126, 8288270127, 8288270128]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artificial_island,platform,,,,,,
1654,"POLYGON ((-73.981662 40.7530849, -73.9816644 40.7530839, -73.981667 40.7530835, -73.9816696 40.7530839, -73.981672 40.7530849, -73.9816737 40.7530864, -73.9816746 40.7530883, -73.9816747 40.7530904, -73.9816739 40.7530921, -73.9816725 40.7530936, -73.9816705 40.7530947, -73.9816682 40.7530953, -73.9816657 40.7530953, -73.9816634 40.7530947, -73.9816614 40.7530936, -73.98166 40.7530921, -73.9816592 40.7530903, -73.9816593 40.7530883, -73.9816603 40.7530864, -73.981662 40.7530849))",,,,,,,artwork,,,,,,,,,,,,,sculpture,,,,,figurative,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceramics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7826843760, 7826843761, 7826843762, 7826843763, 7826843764, 7826843765, 7826843766, 7826843748, 7826843749, 7826843753, 7826843754, 7826843755, 7826843756, 7826843757, 7826843758, 7826843759, 7826843750, 7826843751, 7826843752, 7826843760]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,"POLYGON ((-73.9969114 40.7161376, -73.9967674 40.7160864, -73.9967133 40.7160671, -73.9967029 40.7160634, -73.9967003 40.7160625, -73.9966746 40.7160534, -73.9966456 40.716043, -73.9965349 40.7160037, -73.9965114 40.7159953, -73.9964474 40.7159734, -73.9964991 40.7158779, -73.9965564 40.7157853, -73.9966496 40.7158185, -73.9967513 40.7158546, -73.9967756 40.7158632, -73.9969661 40.715931, -73.9969912 40.7159399, -73.9970621 40.7159652, -73.9972099 40.7160178, -73.9971958 40.7160406, -73.997132 40.7161436, -73.9969482 40.7160782, -73.9969114 40.7161376))",,,,Hotel 50 Bowery,,,hotel,,,,,,,,,,,,,,,,https://www.jdvhotels.com/hotels/new-york/nyc/hotel-50-bowery-nyc,,,,50,10013,Bowery,-8719,,,,,,,,,,hotel,,,,69.9,1090946,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,229,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2567552407, 2567552398, 8109267898, 8109267899, 8105649725, 8113080804, 8113080805, 8105649723, 8109267860, 2567552391, 2567551913, 2567552354, 8105649721, 8105614607, 8105614606, 2567552387, 8105614616, 8105649718, 2567552394, 2567551898, 2567551900, 2567552417, 2567552407]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,"POLYGON ((-74.0466401 40.6909952, -74.0468083 40.6908191, -74.0467152 40.6907092, -74.0467733 40.6906802, -74.0466739 40.6905559, -74.0465344 40.6906243, -74.0465234 40.6906108, -74.0464545 40.6906315, -74.0463957 40.6906486, -74.0463668 40.6906568, -74.0462397 40.6907529, -74.0461226 40.690765, -74.0461155 40.6907708, -74.0460288 40.6908427, -74.0460198 40.69085, -74.0458461 40.6909836, -74.0460578 40.6910251, -74.0460508 40.691032, -74.0460445 40.6910381, -74.0461269 40.6910863, -74.0461402 40.6910732, -74.0461533 40.6910604, -74.0461774 40.6910745, -74.0463169 40.6910177, -74.0464928 40.6910405, -74.0465606 40.6909731, -74.0466401 40.6909952))",,,,Statue of Liberty Museum,,,museum,Q65070822,,,en:Statue of Liberty Museum,yes,,,,,,,,,,16/05/2019,https://www.statueofliberty.org/statue-of-liberty/statue-of-liberty-museum/,,,,,10004,,,New York,,NY,,,,,,,yes,,,,0,,,,,,Museo de la Estatua de la Libertad,,wlan,,,no,,,Musée de la Statue de la Liberté,,,,,,,,,,,,,The Statue of Liberty–Ellis Island Foundation,,,yes,,,,,,,,,"The Statue of Liberty Museum is located on Liberty Island in New York City. The museum opened on May 16, 2019, and is focused on the creation, meaning, and history of the Statue of Liberty.",,,,,,,17/02/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,history,public,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,"[1542027697, 11635419955, 11635419954, 8262913626, 8262913627, 8262913628, 8262913629, 8262932440, 8262932338, 8262913630, 8262913631, 8262913632, 8262913651, 8262913691, 8262913633, 8262913634, 8262913635, 8262913677, 8262913636, 8262913637, 11635956619, 8262913638, 8262913639, 8262913640, 8262913641, 8262913642, 1542027697]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,"POLYGON ((-73.9927195 40.7116091, -73.9927641 40.7115977, -73.9927975 40.7115892, -73.9928125 40.711585, -73.9932168 40.7114804, -73.9932268 40.7114778, -73.9932066 40.7114412, -73.9930899 40.7112292, -73.9930766 40.711205, -73.993019 40.7111013, -73.9930086 40.7110824, -73.992999 40.7110852, -73.9926012 40.7112052, -73.9925302 40.7112267, -73.9925346 40.7112588, -73.9925451 40.7113333, -73.9925486 40.7113614, -73.9925556 40.7114081, -73.9925596 40.7114356, -73.9925637 40.7114682, -73.9926475 40.7114622, -73.9926638 40.7114953, -73.9926763 40.7115217, -73.9926953 40.7115603, -73.9927081 40.7115861, -73.9927195 40.7116091))",,,,Lower East Side Skatepark,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skateboard,,,,,,,,,,,,,,,,,pitch,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6240335002, 11518199265, 11518199264, 11518199231, 11518199016, 8279851162, 11518199006, 11518199009, 6330132374, 11518199227, 8279851149, 11518199192, 11518199232, 8279851164, 11518199235, 11518199293, 11518199290, 11518199289, 11518199286, 8279851165, 8279851166, 11518199282, 11518199281, 11518199277, 11518199276, 6240335002]",,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
